"glottocode","iso_code","language_name","CLF","longitude","latitude","area","continent","status","family","source"
"tebu1239","dtu","Tebul Ure Dogon",TRUE,-3.1,14.66,"Africa","Africa","threatened","Dogon",NA
"tedi1235","ctd","Tedim Chin",FALSE,93.519,23.6079,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"tehi1237","kps","Tehit",TRUE,131.985,-1.51049,"Papunesia","Asia","threatened","West Bird's Head",NA
"tehu1242","teh","Tehuelche",FALSE,-68.3235,-47.5796,"South America","Americas","nearly extinct","Chonan",NA
"teiw1235","twe","Teiwa",TRUE,124.174,-8.37662,"Papunesia","Asia","shifting","Timor-Alor-Pantar","klamer_history_2014"
"tele1256","tlf","Telefol",FALSE,141.731,-5.07444,"Papunesia","Pacific","shifting","Nuclear Trans New Guinea",NA
"telu1262","tel","Telugu",TRUE,78.7024,16.4529,"Eurasia","Asia","not endangered","Dravidian",NA
"temb1276","tqb","Tenetehara",FALSE,-48.2359,-2.6123,"South America","Americas","moribund","Tupian",NA
"temi1246","tea","Temiar",FALSE,101.438,4.974,"Eurasia","Asia","threatened","Austroasiatic",NA
"temi1247","soz","Temi",FALSE,35.8035,-2.19303,"Africa","Africa","not endangered","Atlantic-Congo",NA
"temp1235","tdu","Tempasuk Dusun",FALSE,116.545,6.36389,"Papunesia","Asia","threatened","Austronesian",NA
"tena1240","quw","Tena Lowland Quichua",FALSE,-77.5404,-0.76271,"South America","Americas","threatened","Quechuan",NA
"tene1248","dtk","Tengou-Togo Dogon",FALSE,-3.37158,14.0675,"Africa","Africa","not endangered","Dogon",NA
"teng1272","tes","Tengger",FALSE,113.037,-7.89069,"Papunesia","Asia","not endangered","Austronesian",NA
"tenh1241","pah","Tenharim-Parintintin-Diahoi",FALSE,-61.936,-7.92626,"South America","Americas","shifting","Tupian",NA
"tenn1245","tct","T'en",TRUE,107.309,25.6717,"Eurasia","Asia","shifting","Tai-Kadai",NA
"tenn1246","tex","Tennet",FALSE,32.6307,4.91107,"Africa","Africa","shifting","Surmic",NA
"teop1238","tio","Teop",FALSE,154.971,-5.67474,"Papunesia","Pacific","shifting","Austronesian",NA
"tepe1278","tep","Tepecano",FALSE,-101.729,19.2343,"North America","Americas","extinct","Uto-Aztecan",NA
"tepe1279","cnt","Tepetotutla Chinantec",FALSE,-96.5404,17.7115,"North America","Americas","shifting","Otomanguean",NA
"tepe1280","cux","Tepeuxila Cuicatec",FALSE,-96.788,17.756,"North America","Americas","shifting","Otomanguean",NA
"tequ1245",NA,"Tequistlateco Chontal",FALSE,-95.59,16.4,NA,NA,"extinct","Tequistlatecan",NA
"tera1251","ttr","Tera",FALSE,11.80953,11.0376,"Africa","Africa","not endangered","Afro-Asiatic",NA
"tere1278","buo","Terei",FALSE,155.745,-6.70051,"Papunesia","Pacific","not endangered","South Bougainville",NA
"tere1279","ter","Terena-Kinikinao-Chane",FALSE,-56.0329,-20.6614,"South America","Americas","threatened","Arawakan",NA
"teri1250","tfr","Teribe",TRUE,-82.9631,9.067,"North America","Americas","shifting","Chibchan",NA
"term1237","twu","Termanu",FALSE,123.169,-10.7326,"Papunesia","Asia","not endangered","Austronesian",NA
"tern1247","tft","Ternate",TRUE,127.333,0.80562,"Papunesia","Asia","shifting","North Halmahera","hayami-allen_descriptive_2001"
"tern1248","tmg","Ternateño",FALSE,120.72,14.28,"Papunesia","Asia","extinct","Indo-European",NA
"teso1249","teo","Teso",FALSE,33.9394,1.18321,"Africa","Africa","not endangered","Nilotic",NA
"tete1251","nhg","Tetelcingo Nahuatl",TRUE,-98.893,18.8854,"North America","Americas","threatened","Uto-Aztecan",NA
"tetu1245","tet","Tetum",TRUE,125.528,-9.11217,"Papunesia","Asia","not endangered","Austronesian",NA
"tetu1246","tdt","Tetun Dili",TRUE,125.583,-8.58405,"Papunesia","Asia","not endangered","Austronesian","williams-van_klinken_short_2002"
"tewa1260","tew","Rio Grande Tewa",FALSE,-106.124,35.9053,"North America","Americas","shifting","Kiowa-Tanoan",NA
"texi1237","poq","Texistepec Popoluca",FALSE,-94.8076,17.8926,"North America","Americas","nearly extinct","Mixe-Zoque",NA
"thad1238","tcz","Thado Chin",TRUE,93.722,24.096,"Eurasia","Asia","moribund","Sino-Tibetan",NA
"thai1261","tha","Thai",TRUE,100.671,14.192,"Eurasia","Asia","not endangered","Tai-Kadai",NA
"than1259","thf","Thangmi",TRUE,85.7657,28.7554,"Eurasia","Asia","shifting","Sino-Tibetan","_rise_2009"
"thao1240","ssf","Thao",FALSE,120.93,23.8333,"Papunesia","Asia","nearly extinct","Austronesian",NA
"thar1283","thk","Tharaka",FALSE,38.073,-0.13221,"Africa","Africa","not endangered","Atlantic-Congo",NA
"thay1249","thd","Thayore",FALSE,142.034,-14.8159,"Australia","Pacific","shifting","Pama-Nyungan",NA
"thom1243","thp","Thompson",TRUE,-120.193,50.1668,"North America","Americas","moribund","Salishan",NA
"thoo1240","tou","Tho",TRUE,105.363,19.3563,"Eurasia","Asia","not endangered","Austroasiatic",NA
"thul1246","tdh","Thulung",TRUE,87.6063,27.5389,"Eurasia","Asia","moribund","Sino-Tibetan","lahaussois_aspects_2002"
"thur1254","tbh","Thurawal",FALSE,147.475,-35.2853,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"tibe1272","bod","Tibetan",FALSE,90.1872,28.3681,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"ticu1245","tca","Ticuna",FALSE,-69.8723,-3.66289,"South America","Americas","threatened","Ticuna-Yuri",NA
"tido1248","tvo","Tidore",TRUE,127.746,0.02461,"Papunesia","Asia","not endangered","North Halmahera","holton_aspects_2012"
"tief1244",NA,"Tiefo-Nyafogo-Numudara",FALSE,-4.45,10.85,NA,NA,"nearly extinct","Atlantic-Congo",NA
"tien1242","tii","Tiene",FALSE,16.4765,-2.84694,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tifa1245","tif","Tifal",FALSE,141.293,-5.03899,"Papunesia","Pacific","shifting","Nuclear Trans New Guinea",NA
"tiga1245","tgc","Tigak",FALSE,150.893,-2.70951,"Papunesia","Pacific","not endangered","Austronesian",NA
"tigo1236","nza","Tigon Mbembe",FALSE,10.70849,6.983995,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tigr1270","tig","Tigre",FALSE,38.2233,17.3494,"Africa","Africa","not endangered","Afro-Asiatic",NA
"tigr1271","tir","Tigrinya",FALSE,38.9266,15.3359,"Africa","Africa","not endangered","Afro-Asiatic",NA
"tikh1243",NA,"Tikhak",FALSE,NA,NA,NA,NA,NA,"Sino-Tibetan",NA
"tiko1237","tkp","Tikopia",FALSE,168.822,-12.2766,"Papunesia","Pacific","not endangered","Austronesian",NA
"till1254","til","Tillamook",FALSE,-122.769,44.0924,"North America","Americas","extinct","Salishan",NA
"tilu1238","tij","Tilung",TRUE,86.4694,27.2203,"Eurasia","Asia","nearly extinct","Sino-Tibetan","opgenort_initial_2014"
"tima1241","tms","Tima",FALSE,29.1632,11.7176,"Africa","Africa","shifting","Katla-Tima",NA
"timb1251","tim","Timbe",FALSE,147.057,-6.06875,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea",NA
"timn1235","tem","Timne",FALSE,-12.3331,8.90294,"Africa","Africa","not endangered","Atlantic-Congo",NA
"timo1258","tvy","Timor Pidgin",FALSE,125.59,-8.65995,"Papunesia","Asia","extinct","Indo-European",NA
"timu1245","tjm","Timucua",FALSE,-82.3132,30.3027,"North America",NA,"extinct",NA,NA
"timu1262","tih","Timugon Murut",TRUE,115.826,5.1796,"Papunesia","Asia","threatened","Austronesian","prentice_murut_1971"
"tina1246","lbf","Tinani",FALSE,77.9912,32.2852,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"tira1253","tra","Tirahi",FALSE,69.5901,34.1792,"Eurasia","Asia","extinct","Indo-European",NA
"tira1254","tic","Tira",FALSE,30.8092,11.0963,"Africa","Africa","not endangered","Heibanic",NA
"tira1258","tde","Tiranige Diga Dogon",FALSE,-3.7,14.76,"Africa",NA,"shifting","Dogon",NA
"tiri1258","cir","Tiri-Mea",FALSE,165.792,-21.8147,"Papunesia","Pacific","shifting","Austronesian",NA
"tita1241","ttv","Titan",FALSE,146.888,-2.18168,"Papunesia","Pacific","not endangered","Austronesian",NA
"tivv1240","tiv","Tiv",FALSE,9.26287,6.88039,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tiwa1253","lax","Tiwa (India)",TRUE,92.2583,26.0667,"Eurasia","Asia","threatened","Sino-Tibetan",NA
"tiwi1244","tiw","Tiwi",FALSE,130.949,-11.6308,"Australia","Pacific","shifting",NA,NA
"tlac1235","tpt","Tlachichilco Tepehua",TRUE,-98.1947,20.704,"North America","Americas","shifting","Totonacan","watters_topics_1998"
"tlah1239","mxp","Tlahuitoltepec Mixe",FALSE,-96.1186,16.9634,"North America","Americas","shifting","Mixe-Zoque",NA
"tlin1245","tli","Tlingit",FALSE,-135.29,59.4447,"North America","Americas","nearly extinct","Athabaskan-Eyak-Tlingit",NA
"toab1237","mlu","To'abaita",TRUE,160.619,-8.39233,"Papunesia","Pacific","not endangered","Austronesian",NA
"toar1246","tqo","Toaripi",FALSE,146.206,-8.07231,"Papunesia","Pacific","not endangered","Eleman",NA
"toba1266","tti","Tobati",FALSE,140.71,-2.56434,"Papunesia","Asia","moribund","Austronesian",NA
"toba1269","tob","Toba",FALSE,-60.4472866667,-24.40253,"South America","Americas","threatened","Guaicuruan",NA
"tobe1252","tlb","Tobelo",TRUE,128.154,1.0946,"Papunesia","Asia","not endangered","North Halmahera","holton_tobelo_2003"
"toca1235","asu","Tocantins Asurini",FALSE,-49.8991,-3.59359,"South America","Americas","shifting","Tupian",NA
"toda1252","tcx","Toda",FALSE,77.0168,11.4184,"Eurasia","Asia","shifting","Dravidian",NA
"toho1245","ood","Tohono O'odham",FALSE,-111.995,31.7973,"North America","Americas","threatened","Uto-Aztecan",NA
"tojo1241","toj","Tojolabal",TRUE,-91.7825,16.2572,"North America","Americas","shifting","Mayan","furbee-losee_correct_1976"
"toke1240","tkl","Tokelau",FALSE,-171.780833,-9.227642,"Papunesia","Pacific","shifting","Austronesian",NA
"tokp1240","tpi","Tok Pisin",TRUE,147.303,-9.41971,"Papunesia","Pacific","not endangered","Indo-European","verhaar_toward_1995"
"toll1241","jic","Tol",FALSE,-87.0372,14.6686,"North America","Americas","shifting","Jicaquean",NA
"tolo1255","tlm","Tolomako",FALSE,166.772,-15.1569,"Papunesia","Pacific","shifting","Austronesian",NA
"tolo1259","tol","Tolowa-Chetco",FALSE,-124.1,41.9192,"North America","Americas","extinct","Athabaskan-Eyak-Tlingit",NA
"toma1245","tod","Toma",FALSE,-9.23439,8.20383,"Africa","Africa","not endangered","Mande",NA
"tomb1244","txa","Tombonuo",TRUE,117.322,6.2892,"Papunesia","Asia","threatened","Austronesian","omar_paitan_1981"
"tomm1242","dto","Tommo So Dogon",FALSE,-3.28,14.756,NA,NA,"not endangered","Dogon",NA
"tomo1243","dtm","Tomo Kan Dogon",FALSE,-3.82228,13.6331,"Africa","Africa","not endangered","Dogon",NA
"tond1249","tst","Tondi Songway Kiini",TRUE,-2.816163,15.262989,"Africa",NA,"shifting","Songhay",NA
"tond1251","tdn","Tondano",FALSE,124.964,1.28024,"Papunesia","Asia","shifting","Austronesian",NA
"tong1308","tnz","Maniq",FALSE,100.102,6.88137,"Eurasia","Asia","shifting","Austroasiatic",NA
"tong1318","toi","Tonga (Zambia)",FALSE,27.103495,-17.422325,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tong1325","ton","Tonga (Tonga Islands)",TRUE,-175.25,-21.17,"Papunesia","Pacific","not endangered","Austronesian",NA
"tonk1249","tqw","Tonkawa",FALSE,-96.75,30.25,"North America","Americas","extinct",NA,NA
"topo1242","toq","Toposa",FALSE,34.2159,5.15904,"Africa","Africa","not endangered","Nilotic",NA
"tora1259","ttu","Torau",FALSE,155.496,-6.19922,"Papunesia","Pacific","threatened","Austronesian",NA
"toro1252","dts","Toro So Dogon",FALSE,-3.10006,14.40749,"Africa","Africa","not endangered","Dogon",NA
"toro1253","dtt","Toro Tegu Dogon",FALSE,-2.22427,15.0644,"Africa","Africa","not endangered","Dogon",NA
"torr1261","tcs","Torres Strait Creole",FALSE,142.692,-11.066,"Australia","Pacific","threatened","Indo-European",NA
"torw1241","trw","Torwali",FALSE,72.5316,35.3101,"Eurasia","Asia","threatened","Indo-European",NA
"tosk1239","als","Northern Tosk Albanian",FALSE,20,41,"Eurasia","Europe","not endangered","Indo-European",NA
"tote1238","ttl","Totela",FALSE,24.3751,-16.9575,"Africa","Africa","not endangered","Atlantic-Congo",NA
"toto1302","txo","Toto",FALSE,88.975,26.67,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"toto1305","mto","Totontepec Mixe",FALSE,-96.0179,17.2157,"North America","Americas","shifting","Mixe-Zoque",NA
"touo1238","tqu","Touo",FALSE,157.296,-8.58405,"Papunesia","Pacific","shifting",NA,NA
"trav1236","rmg","Traveller Norwegian",FALSE,9.48913,62.6217,"Eurasia","Europe","not endangered","Mixed Language",NA
"trin1276","trf","Trinidadian Creole English",FALSE,-61.4171,10.4208,"North America","Americas","not endangered","Indo-European",NA
"trio1238","tri","Trió",FALSE,-55.7599,2.53616,"South America","Americas","shifting","Cariban",NA
"trum1247","tpy","Trumai",FALSE,-53.5717,-11.8119,"South America","Americas","nearly extinct",NA,NA
"tsak1248","tsd","Tsakonian",FALSE,22.7341,37.1405,"Eurasia","Europe","moribund","Indo-European",NA
"tsak1249","tkr","Tsakhur",FALSE,46.8858,41.5916,"Eurasia","Asia","threatened","Nakh-Daghestanian",NA
"tsam1247","tsb","Tsamai",FALSE,36.9139,5.3097,"Africa","Africa","shifting","Afro-Asiatic",NA
"tsat1238","huq","Tsat",TRUE,109.336,18.3192,"Eurasia","Asia","shifting","Austronesian",NA
"tsha1245","tsj","Tshangla",TRUE,91.7741,27.3694,"Eurasia","Asia","threatened","Sino-Tibetan",NA
"tsho1240",NA,"Tshobdun",TRUE,101.84,32.18,"Eurasia",NA,NA,"Sino-Tibetan","sun_tshobdun_2019"
"tsis1238","tsw","Salka-Tsishingini",FALSE,5.11073,10.2882,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tsix1234",NA,"Ts'ixa",FALSE,23.998153,-19.180953,"Africa",NA,"shifting","Khoe-Kwadi",NA
"tsoa1238","hio","Tsoa",FALSE,26.9638,-19.7974,"Africa","Africa","shifting","Khoe-Kwadi",NA
"tson1249","tso","Tsonga",FALSE,31.8105,-23.5754,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tsou1248","tsu","Tsou",TRUE,120.787,23.216,"Papunesia","Asia","shifting","Austronesian",NA
"tsuv1239","tvd","Tsuvadi",FALSE,5.22095,10.8421,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tswa1253","tsn","Tswana",FALSE,24.7587,-24.368,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tswa1255","tsc","Tswa",FALSE,32.4287,-22.9891,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tuba1278","tub","Tübatulabal",FALSE,-117.163,35.327,"North America","Americas","nearly extinct","Uto-Aztecan",NA
"tuca1252","tuo","Tucano",TRUE,-69.5763,0.579755,"South America","Americas","threatened","Tucanoan",NA
"tuge1241","tuy","Tugen",FALSE,35.8499,0.66573,"Africa","Africa","not endangered","Nilotic",NA
"tugu1245","tzn","Tugun",TRUE,126.7,-7.72555,"Papunesia","Asia","not endangered","Austronesian","hinton_aspects_1991"
"tuka1248","khc","Tukang Besi North",TRUE,123.578,-5.30994,"Papunesia","Asia","not endangered","Austronesian",NA
"tuka1249","bhq","Tukang Besi South",TRUE,123.948,-5.7478,"Papunesia","Asia","not endangered","Austronesian",NA
"tuki1240","bag","Tuki",FALSE,11.5353,4.64348,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tukp1239","tpq","Tukpa",FALSE,78.1627,31.4925,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"tula1252","tul","Tula",FALSE,11.52551,9.84629,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tule1245",NA,"Tule-Kaweah Yokuts",FALSE,-118.768616,36.05354,"North America",NA,"extinct","Yokutsan",NA
"tulu1258","tcy","Tulu",FALSE,75.2651,12.8114,"Eurasia","Asia","threatened","Dravidian",NA
"tumb1250","tum","Tumbuka",FALSE,33.3738,-11.3297,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tumu1242","sil","Tumulung Sisaala",FALSE,-1.79707,10.63451,"Africa","Africa","nearly extinct","Atlantic-Congo",NA
"tune1261","tvu","Tunen",FALSE,10.67,4.75,"Africa",NA,"not endangered","Atlantic-Congo",NA
"tung1290","lcm","Tungag",FALSE,150.198,-2.52188,"Papunesia","Pacific","not endangered","Austronesian",NA
"tuni1252","tun","Tunica",FALSE,-92.5403,30.9888,"North America","Americas","extinct",NA,NA
"tuni1259","aeb","Tunisian Arabic",FALSE,9.56156,33.7966,"Africa","Africa","not endangered","Afro-Asiatic",NA
"tuni1262",NA,"Tunisian-Zuwara Berber",FALSE,11.299621,32.863859,"Africa",NA,NA,"Afro-Asiatic",NA
"tunn1238","tqq","Tunni",FALSE,43.6847,1.06167,"Africa","Africa","threatened","Afro-Asiatic",NA
"tunu1234",NA,"Tunumiisiut",FALSE,-37.631111,65.613611,"Eurasia",NA,NA,"Eskimo-Aleut",NA
"tupa1250","tpr","Tuparí",FALSE,-62.2544,-11.8884,"South America","Americas","shifting","Tupian",NA
"turk1303","klj","Turkic Khalaj",FALSE,50.3222,34.4224,"Eurasia","Asia","threatened","Turkic",NA
"turk1304","tuk","Turkmen",FALSE,59.1757,37.0872,"Eurasia","Asia","shifting","Turkic",NA
"turk1308","tuv","Turkana",FALSE,35.7101,4.30688,"Africa","Africa","not endangered","Nilotic",NA
"turk1310","tch","Turks And Caicos Creole English",FALSE,-71.7451,21.8078,"North America","Americas","threatened","Indo-European",NA
"turu1249","try","Turung",FALSE,92.2676,26.3441,"Eurasia","Asia","extinct","Tai-Kadai",NA
"tusc1257","tus","Tuscarora",FALSE,-79.4214,43.1303,"North America","Americas","nearly extinct","Iroquoian",NA
"tute1247","tta","Tutelo",FALSE,-78.75,37.67,"North America","Americas","extinct","Siouan",NA
"tuts1235","tvt","Tutsa Naga",FALSE,95.8,27.161,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"tutu1242","tuu","Tututni",FALSE,-124.293,42.5563,"North America","Americas","extinct","Athabaskan-Eyak-Tlingit",NA
"tuuu1240","mjg","Tu",TRUE,102.117,36.8177,"Eurasia","Asia","threatened","Mongolic","slater_grammar_2005"
"tuva1244","tvl","Tuvalu",TRUE,179.198088,-8.520813,"Papunesia","Pacific","threatened","Austronesian",NA
"tuvi1240","tyv","Tuvinian",FALSE,92.6693,48.436,"Eurasia","Asia","not endangered","Turkic",NA
"tuwa1243","ifk","Tuwali Ifugao",FALSE,121.113,16.6646,"Papunesia","Asia","not endangered","Austronesian",NA
"tuwu1238","bov","Tuwuli",FALSE,0.38008,7.31095,"Africa","Africa","threatened","Atlantic-Congo",NA
"tuyu1244","tue","Tuyuca",TRUE,-70.043515,0.39441,"South America","Americas","shifting","Tucanoan",NA
"twan1247","twa","Twana",FALSE,-121.765,47.7419,"North America","Americas","extinct","Salishan",NA
"twee1234","xjb","Tweed-Albert",FALSE,153.286993,-28.028726,NA,NA,NA,"Pama-Nyungan",NA
"tyap1238","kcg","Tyap",FALSE,8.3082,9.75568,"Africa","Africa","not endangered","Atlantic-Congo",NA
"tzel1254","tzh","Tzeltal",TRUE,-92.2786,16.6384,"North America","Americas","not endangered","Mayan","hinman_smith_manual_2014"
"tzot1259","tzo","Tzotzil",TRUE,-92.7388,16.6362,"North America","Americas","not endangered","Mayan",NA
"tzut1248","tzj","Tz'utujil",TRUE,-91.2012,14.6351,"North America","Americas","threatened","Mayan","dayley_tzutujil_1981"
"ubir1237","ubr","Ubir",FALSE,149.396,-9.59044,"Papunesia","Pacific","not endangered","Austronesian",NA
"ubyk1235","uby","Ubykh",FALSE,39.67,43.67,"Eurasia","Europe","extinct","Abkhaz-Adyge",NA
"udih1248","ude","Udihe",FALSE,135.678,46.6309,"Eurasia","Asia","nearly extinct","Tungusic",NA
"udii1243","udi","Udi",FALSE,47.7236,40.9,"Eurasia","Asia","shifting","Nakh-Daghestanian",NA
"udmu1245","udm","Udmurt",FALSE,52.63548,56.12921,"Eurasia","Europe","shifting","Uralic",NA
"uduk1239","udu","Uduk",FALSE,34.2293,9.16012,"Africa","Africa","not endangered","Koman",NA
"ugar1238","uga","Ugaritic",FALSE,35.78,35.6,"Eurasia",NA,"extinct","Afro-Asiatic",NA
"ughe1237","uge","Ughele",FALSE,157.341,-8.45725,"Papunesia","Pacific","not endangered","Austronesian",NA
"ugon1239","ugo","Ugong",TRUE,100.098,14.2408,"Eurasia","Asia","nearly extinct","Sino-Tibetan","bradley_tone_1992"
"uigh1240","uig","Uighur",TRUE,79.75,43.67,"Eurasia","Asia","nearly extinct","Turkic",NA
"ukaa1243","kcf","Ukaan",FALSE,6.03933,7.59722,"Africa","Africa","not endangered","Atlantic-Congo",NA
"ukra1253","ukr","Ukrainian",FALSE,24.395786,48.175842,"Eurasia","Europe","threatened","Indo-European",NA
"ulit1238","uli","Ulithian",TRUE,139.603611,9.961388,"Papunesia","Pacific","shifting","Austronesian",NA
"ulwa1239","ulw","Ulwa",FALSE,-83.581467,12.932292,"North America",NA,"shifting","Misumalpan",NA
"umal1238","ulu","Uma' Lung",TRUE,116.5,3.25,"Papunesia","Asia","shifting","Austronesian",NA
"umat1237","uma","Umatilla",FALSE,-118.552,45.6391,"North America","Americas","nearly extinct","Sahaptian",NA
"umbr1253","xum","Umbrian",FALSE,NA,NA,"Eurasia",NA,"extinct","Indo-European",NA
"umbu1235","umr","Umbugarla",FALSE,131.825,-12.9325,"Australia","Pacific","extinct",NA,NA
"umbu1256","umg","Umbuygamu",FALSE,143.6305,-14.25876,"Australia","Pacific","nearly extinct","Pama-Nyungan",NA
"umbu1257","umb","Umbundu",FALSE,14.4148,-12.4763,"Africa","Africa","not endangered","Atlantic-Congo",NA
"umbu1258","ubu","Umbu-Ungu",FALSE,143.97,-5.9513,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea",NA
"umir1236","due","Umiray Dumaget Agta",FALSE,121.508,14.8757,"Papunesia","Asia","not endangered","Austronesian",NA
"unaa1239","mtg","Una",FALSE,140.1,-4.69676,"Papunesia","Asia","not endangered","Nuclear Trans New Guinea",NA
"unam1242","unm","Unami",FALSE,-98.3201,35.0264,"North America","Americas","extinct","Algic",NA
"unea1237","bbn","Uneapa",FALSE,149.141,-4.89383,"Papunesia","Pacific","not endangered","Austronesian",NA
"unse1236","uln","Unserdeutsch",FALSE,152.183,-4.19566,"Papunesia","Pacific","nearly extinct","Indo-European",NA
"unua1237","onu","Unua",FALSE,167.599,-16.2638,"Papunesia","Pacific","threatened","Austronesian",NA
"uppe1235","tov","Upper Taromi",FALSE,48.7301,36.5998,"Eurasia","Asia","shifting","Indo-European",NA
"uppe1275","tku","Upper Necaxa Totonac",TRUE,-97.81,20.236,"North America","Americas","not endangered","Totonacan","beck_upper_2011"
"uppe1395","hsb","Upper Sorbian",FALSE,14.4098,51.2403,"Eurasia","Europe","threatened","Indo-European",NA
"uppe1400","sxu","Upper Saxon",FALSE,12.692,51.152,"Eurasia","Europe","not endangered","Indo-European",NA
"uppe1427","dmg","Upper Kinabatangan",FALSE,116.901,5.31911,"Papunesia","Asia","shifting","Austronesian",NA
"uppe1437","tau","Upper Tanana",FALSE,-141.37,62.6867,"North America","Americas","nearly extinct","Athabaskan-Eyak-Tlingit",NA
"uppe1439","cjh","Upper Chehalis",FALSE,-123.169,46.7981,"North America","Americas","extinct","Salishan",NA
"uppe1455","pov","Upper Guinea Crioulo",FALSE,-15.33254,13.2335066667,"Africa","Africa","not endangered","Indo-European",NA
"urak1238","urk","Urak Lawoi'",TRUE,99.0768,7.5258,"Eurasia","Asia","shifting","Austronesian","de_groot_urak_2012"
"urar1245","xur","Urartian",FALSE,44.3833,35.0333,"Eurasia",NA,"extinct","Hurro-Urartian",NA
"urar1246","ura","Urarina",FALSE,-75.4211,-4.44006,"South America","Americas","shifting",NA,NA
"urat1244","urt","Urat",FALSE,142.79,-3.60065,"Papunesia","Pacific","shifting","Nuclear Torricelli",NA
"urav1235","uur","Ura (Vanuatu)",FALSE,169.084,-18.6747,"Papunesia","Pacific","nearly extinct","Austronesian",NA
"urdu1245","urd","Urdu",FALSE,67,25,"Eurasia","Asia","not endangered","Indo-European",NA
"urho1239","urh","Urhobo",FALSE,5.86148,5.31155,"Africa","Africa","not endangered","Atlantic-Congo",NA
"urim1252","uri","Urim",FALSE,142.653,-3.58018,"Papunesia","Pacific","shifting","Nuclear Torricelli",NA
"urip1239","upv","Uripiv-Wala-Rano-Atchin",FALSE,167.34643,-16.00951,"Papunesia","Pacific","not endangered","Austronesian",NA
"urub1250","urb","Urubú-Kaapor",FALSE,-46.2204,-2.46455,"South America","Americas","shifting","Tupian",NA
"urum1249","uum","Urum",FALSE,43.994,42.0379,"Eurasia","Asia","shifting","Turkic",NA
"uruu1244","ure","Uru",FALSE,-68.97119,-16.72547,"South America","Americas","extinct","Uru-Chipaya",NA
"usan1239","wnu","Usan",FALSE,145.362,-4.84265,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea",NA
"usar1243","usa","Usarufa",FALSE,145.633,-6.38898,"Papunesia","Pacific","threatened","Nuclear Trans New Guinea",NA
"usui1238","usi","Usui",TRUE,91.7879,23.0131,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"utes1238","ute","Ute-Southern Paiute",FALSE,-110.305,40.0965,"North America","Americas","shifting","Uto-Aztecan",NA
"uuuu1243","uuu","U",TRUE,101.772,22.6767,"Eurasia","Asia","shifting","Austroasiatic","svantesson_u_1988"
"uzbe1248","auz","Uzbeki Arabic",FALSE,65.3864,40.2612,"Eurasia","Asia","shifting","Afro-Asiatic",NA
"vaag1238","vaa","Vaagri Booli",FALSE,79.5335,12.215,"Eurasia","Asia","not endangered","Indo-European",NA
"vafs1240","vaf","Vafsi",TRUE,50.0013,34.5309,"Eurasia","Asia","threatened","Indo-European",NA
"vagh1246","vgr","Vaghri",FALSE,68.6051,26.1404,"Eurasia","Asia","not endangered","Indo-European",NA
"vagl1239","vag","Vagla",FALSE,-2.31333,9.33848,"Africa","Africa","not endangered","Atlantic-Congo",NA
"vaii1241","vai","Vai",FALSE,-11.3262,7.05085,"Africa","Africa","not endangered","Mande",NA
"vaip1239","vap","Vaiphei",TRUE,93.7195,24.1378,"Eurasia","Asia","threatened","Sino-Tibetan",NA
"vani1248","vam","Vanimo",FALSE,141.258,-2.68501,"Papunesia","Pacific","threatened","Sko",NA
"varh1239","vah","Varhadi-Nagpuri",FALSE,79.7516,20.7139,"Eurasia","Asia","not endangered","Indo-European",NA
"varl1238","vav","Varli",FALSE,73.2975,20.5635,"Eurasia","Asia","not endangered","Indo-European",NA
"vend1245","ven","Venda",FALSE,29.9523,-22.188,"Africa","Africa","not endangered","Atlantic-Congo",NA
"vene1257","xve","Venetic",FALSE,NA,NA,"Eurasia",NA,"extinct","Indo-European",NA
"vene1258","vec","Venetian",FALSE,12.214167,45.503581,"Eurasia","Americas","threatened","Indo-European",NA
"vent1242","veo","Ventureño",FALSE,-119.035,34.1761,"North America","Americas","extinct","Chumashan",NA
"vera1241","vra","Vera'a",FALSE,167.428701,-13.892528,"Papunesia",NA,"shifting","Austronesian",NA
"viet1252","vie","Vietnamese",TRUE,105.774071,20.681188,"Eurasia","Asia","not endangered","Austroasiatic",NA
