"glottocode","iso_code","language_name","CLF","longitude","latitude","area","continent","status","family","source"
"miga1241","mpp","Migabac",FALSE,147.713,-6.33237,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","mcevoy_richard_steven_grammar_2008"
"miju1243","mxj","Kman",TRUE,97.0444,28.4732,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"mika1239","mik","Mikasuki",FALSE,-80.90847,26.08142,"North America","Americas","shifting","Muskogean","boynton_sylvia_s_mikasuki_1982"
"mikm1235","mic","Mi'kmaq",FALSE,-65.5766,45.9941,"North America","Americas","shifting","Algic","inglis_stephanie_heather_speakers_2002"
"mila1245",NA,"Milang",TRUE,95.186127,28.5539908,"Eurasia",NA,"threatened","Sino-Tibetan","modi_milang_2017"
"mill1237",NA,"Millcayac",FALSE,-67.569581,-31.79729,"South America",NA,"extinct","Huarpean","schuller_r_r_disovery_1913"
"milu1241","iml","Miluk",FALSE,-124.258,43.3215,"North America",NA,"extinct","Coosan","doty_christopher_s_reassessment_2012"
"mina1268","min","Minangkabau",TRUE,96.25,4.17,"Papunesia","Asia","not endangered","Austronesian",NA
"mina1276","hna","Mina (Cameroon)",FALSE,13.84054,10.38053,"Africa","Africa","not endangered","Afro-Asiatic","frajzyngier_grammar_2005"
"minb1244","mnp","Min Bei Chinese",TRUE,118.32,27.05,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"mind1253","cdo","Min Dong Chinese",TRUE,119.5,26,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"ming1252","xmf","Mingrelian",FALSE,41.8719,42.5129,"Eurasia","Asia","shifting","Kartvelian","harris_alice_c_mingrelian_1991"
"mini1251","vmg","Minigir",FALSE,152.005,-4.31803,"Papunesia","Pacific","not endangered","Austronesian","van_der_mark_sheena_grammar_2007"
"minn1241","nan","Min Nan Chinese",TRUE,118.17,24.5,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"minz1235","czo","Min Zhong Chinese",TRUE,117.376,26.0686,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"mira1251","mwl","Mirandese",FALSE,-6.38371,41.5375,"Eurasia","Europe","threatened","Indo-European","terao_satoshi_mirandese_2010"
"miri1266","mep","Miriwung",FALSE,128.889,-16.3596,"Australia","Pacific","nearly extinct","Jarrakan","kofod_frances_miriwung_1978"
"mish1244","mjs","Miship",FALSE,9.33752,9.20477,"Africa","Africa","not endangered","Afro-Asiatic","muazu_grammar_2010"
"misi1242","mrg","Mising-Padam-Miri-Minyong",TRUE,94.69,27.418,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"misi1243","mpx","Misima-Paneati",FALSE,152.696,-10.6821,"Papunesia","Pacific","not endangered","Austronesian","fellows_s_b_grammar_1894"
"misk1235","miq","Mískito",FALSE,-84.2942,15.1576,"North America","Americas","not endangered","Misumalpan","herlihy_laura_hobson_yamni_2017"
"mitl1236","zaw","Mitla Zapotec",FALSE,-96.29434,16.86849,"North America","Americas","not endangered","Otomanguean","briggs_elinor_mitla_1961"
"mixt1426","zpm","Mixtepec Zapotec",TRUE,-96.2372,16.1724,"North America","Americas","shifting","Otomanguean",NA
"miya1259","mvi","Miyako",TRUE,125.363,24.7564,"Eurasia","Asia","moribund","Japonic","shimoji_introduction_2010"
"miya1266","mkf","Miya",FALSE,9.71505,10.9234,"Africa","Africa","not endangered","Afro-Asiatic","schuh_grammar_1998"
"mlab1235","mra","Mlabri",TRUE,101.163,18.5533,"Eurasia","Asia","shifting","Austroasiatic",NA
"mlah1239","lhs","Mlahsö",FALSE,41.2209,37.0311,"Eurasia","Asia","extinct","Afro-Asiatic","jastrow_otto_turoyo_2011"
"mmen1238","bfm","Mmen",FALSE,10.2541,6.43213,"Africa","Africa","shifting","Atlantic-Congo","bangha_george_f_mmen_2003"
"moch1257","mhc","Mocho",FALSE,-92.1734,15.4538,"North America","Americas","nearly extinct","Mayan","palosaari_naomi_elizabeth_topics_2011"
"moch1259","omc","Mochica",TRUE,-79,-8.01667,"South America",NA,"extinct",NA,NA
"moco1246","moc","Mocoví",FALSE,-60.4145,-28.097,"South America","Americas","shifting","Guaicuruan","grondona_veronica_m_grammar_1998"
"mode1248","ell","Modern Greek",FALSE,24.8699,42.3224,"Eurasia","Europe","moribund","Indo-European","spyropoulos_greek_2012"
"mogh1245","mhj","Mogholi",FALSE,62.2802,34.2504,"Eurasia","Asia","extinct","Mongolic","weiers_michael_moghol_2003"
"moha1256","mov","Mohave",FALSE,-114.599,34.8866,"North America","Americas","nearly extinct","Cochimi-Yuman","munro_pamela_elizabeth_lang_topics_1974"
"moha1258","moh","Mohawk",FALSE,-74.66836,43.72,"North America","Americas","shifting","Iroquoian","hopkins_alice_woodward_topics_1988"
"mohe1244","mof","Mohegan-Montauk-Narragansett",FALSE,-72.1701,41.8581,"North America","Americas","extinct","Algic","obrien_francis_joseph_jr_grammatical_2009"
"moii1235","mxn","Moi (Indonesia)",FALSE,131.52,-0.96532,"Papunesia","Asia","threatened","West Bird's Head","menick_raymond_moi_1995"
"moke1242","mwt","Moken",TRUE,98.6765,10.1474,"Eurasia","Asia","shifting","Austronesian",NA
"moki1238","mkj","Mokilese",TRUE,159.776,6.65651,"Papunesia","Pacific","shifting","Austronesian",NA
"mokl1243","mkm","Moklen",TRUE,98.3176,8.16761,"Eurasia","Asia","shifting","Austronesian",NA
"mokp1239","bri","Mokpwe",FALSE,9.23887,4.24178,"Africa","Africa","threatened","Atlantic-Congo","atindogbe_gratien_grammatical_2013"
"mola1238","mbe","Molale",FALSE,-122.857,44.556,"North America","Americas","extinct",NA,"pharris_nicholas_j_winuunsi_2006"
"molo1266","mlw","Moloko",FALSE,14.2521,10.7933,"Africa","Africa","moribund","Afro-Asiatic","friesen_grammar_2017"
"momb1254","dmb","Mombo Dogon",FALSE,-3.664799,14.376155,"Africa",NA,"threatened","Dogon","prokhorov_kirill_grammar_2012"
"mong1330","bxm","Mongolia Buriat",FALSE,109.005,48.7686,"Eurasia","Asia","threatened","Mongolic","skribnik_elena_buryat_2003"
"mong1338","lol","Mongo",FALSE,20.4259,-1.54228,"Africa","Africa","not endangered","Atlantic-Congo","ruskin_edward_algernon_outlines_1903"
"moni1261","mnz","Moni",FALSE,136.886,-3.72962,"Papunesia","Asia","not endangered","Nuclear Trans New Guinea","larson_gordon_f_preliminary_1958"
"monn1252","mnw","Mon",TRUE,98.122465,15.49394,"Eurasia","Asia","threatened","Austroasiatic",NA
"mono1270","mnh","Mono (Democratic Republic of Congo)",FALSE,19.8264,4.57915,"Africa","Africa","threatened","Atlantic-Congo","olson_kenneth_s_phonology_nodate"
"mono1273","mte","Mono-Alu",FALSE,155.76,-7.05102,"Papunesia","Pacific","shifting","Austronesian","fagan_grammatical_1986"
"mono1275","mnr","Mono (USA)",FALSE,-119.347,37.1935,"North America","Americas","nearly extinct","Uto-Aztecan","loether_christopher_p_verbal_1991"
"mont1268","moe","Montagnais",FALSE,-68.7376,49.0533,"North America","Americas","threatened","Algic","oxford_will_towards_2007"
"moos1236","crm","Moose Cree",FALSE,-80.6912,51.0686,"North America","Americas","threatened","Algic","horden_grammar_2018"
"more1259","nhm","Morelos Nahuatl",FALSE,-99.1322,18.9161,"North America","Americas","not endangered","Uto-Aztecan","whorf_benjamin_l_milpa_1946"
"mori1268","xmz","Mori Bawah",TRUE,121.37,-2.56016,"Papunesia","Asia","threatened","Austronesian","mead_mori_2005"
"mori1269","mzq","Mori Atas",FALSE,121.035,-2.2555,"Papunesia","Asia","threatened","Austronesian","magnetti-barsel_verb_1994"
"mori1278","mfe","Morisyen",FALSE,57.5517,-20.2613,"Africa","Africa","not endangered","Indo-European","baker_philip_mauritian_2013"
"morm1235","mhz","Mor (Mor Islands)",FALSE,135.95,-2.87055,"Papunesia","Asia","shifting","Austronesian","laycock_donald_c_little_1978"
"moro1285","mor","Moro",FALSE,30.2138,10.9194,"Africa","Africa","threatened","Heibanic","black_keith_moro_1971"
"moro1289","mok","Marori",FALSE,140.688,-8.5692,"Papunesia","Asia","shifting",NA,"arka_i_wayan_projecting_2012"
"moro1292","ary","Moroccan Arabic",FALSE,-7.5,32.5,"Africa","Africa","not endangered","Afro-Asiatic","turner_mike_moroccan_2019"
"mort1237","mrl","Mortlockese",TRUE,153.710778,5.50735,"Papunesia","Pacific","shifting","Austronesian","odango_affeu_2015"
"mose1249","cas","Mosetén-Chimané",FALSE,-67.83756,-14.64448,"South America","Americas","threatened",NA,"sakel_grammar_2004"
"mosi1247","mwy","Akie",FALSE,37.1869,-5.43471,"Africa","Africa","extinct","Nilotic","konig_akie_2015"
"mosk1236","mtj","Moskona",TRUE,133.145,-1.62201,"Papunesia","Asia","not endangered","East Bird's Head","gravelle_grammar_2010"
"moss1236","mos","Mossi",FALSE,-1.17278,10.4524,"Africa","Africa","not endangered","Atlantic-Congo","lehr_marianne_more_1966"
"mota1237","mtt","Mota",TRUE,167.690924,-13.835361,"Papunesia","Pacific","shifting","Austronesian",NA
"motl1237","mlv","Mwotlap",FALSE,167.706277,-13.655015,"Papunesia","Pacific","threatened","Austronesian","francois_typological_2005"
"motu1246","meu","Motu",FALSE,147.424,-9.67492,"Papunesia","Pacific","not endangered","Austronesian","taylor_andrew_j_syntax_1970"
"moun1252","kpx","Mountain Koiali",FALSE,147.384,-9.06973,"Papunesia","Pacific","not endangered","Koiarian","garland_susan_mountain_1980"
"movi1243","mzp","Movima",TRUE,-65.6348,-13.8115,"South America","Americas","shifting",NA,NA
"moyo1238","nmo","Moyon",FALSE,94.3421,24.4793,"Eurasia","Asia","shifting","Sino-Tibetan","devi_kongkham_hemabati_descriptive_2010"
"mpad1242","mpi","Mpade",FALSE,14.5833,12.4609,"Africa","Africa","threatened","Afro-Asiatic","allison_sean_david_aspects_2012"
"mpie1238","mcx","Mpiemo",FALSE,15.5246,3.45776,"Africa","Africa","not endangered","Atlantic-Congo","noauthor_data_2003"
"mpii1239","mpz","Mpi",FALSE,100.21,18.1717,"Eurasia","Asia","shifting","Sino-Tibetan","noauthor_phrases_1984"
"mpon1254","mgg","Mpongmpong",FALSE,14.866,3.14015,"Africa","Africa","not endangered","Atlantic-Congo","noauthor_verb_2003"
"mpot1240","mpa","Mpoto",FALSE,34.7127,-11.1377,"Africa","Africa","not endangered","Atlantic-Congo","botne_robert_chimpoto_2019"
"mpur1239","akc","Mpur",FALSE,133.166,-0.7489,"Papunesia","Asia","shifting",NA,"ode_cecilia_sketch_2002"
"mroc1235","cmr","Mro Chin",TRUE,93.995,19.71,"Eurasia","Asia","threatened","Sino-Tibetan","shafer_khimi_1943"
"mruu1242","mro","Mru",FALSE,90.6317,24.154,"Eurasia","Asia","threatened","Sino-Tibetan","ebersole_harold_mru_1996"
"mual1241","mtd","Mualang",TRUE,111.077,0.31083,"Papunesia","Asia","not endangered","Austronesian","tjia_grammar_2007"
"mudh1235","gau","Mudhili Gadaba",FALSE,83.378,18.276,"Eurasia","Asia","shifting","Dravidian","bhaskararao_peri_gadaba_1998"
"mudu1239","udg","Muduga",FALSE,NA,NA,"Eurasia","Asia","not endangered","Dravidian","rajendran_nanu_muduga_1986"
"mudu1242","wiv","Muduapa",FALSE,149.489,-4.69751,"Papunesia","Pacific","not endangered","Austronesian","berg_vitu_2006"
"mufi1238","aoj","Mufian",FALSE,142.955,-3.57932,"Papunesia","Pacific","threatened","Nuclear Torricelli","conrad_robert_j_muhiang_1978"
"mukl1234",NA,"Muklom",TRUE,NA,NA,NA,NA,NA,"Sino-Tibetan","ngemu_moklum_1977"
"mula1253","mlm","Mulam",TRUE,108.928,24.8151,"Eurasia","Asia","shifting","Tai-Kadai",NA
"mull1237","mpb","Mullukmulluk",FALSE,130.615,-13.2973,"Australia","Pacific","nearly extinct","Northern Daly","birk_d_b_w_malakmalak_1976"
"muna1247","mnb","Muna",TRUE,122.541,-5.40419,"Papunesia","Asia","threatened","Austronesian","van_den_berg_grammar_1989"
"munc1235","mwq","Mün Chin",FALSE,94.3929,20.289,"Eurasia","Asia","not endangered","Sino-Tibetan","noauthor_syntactic_2006"
"mund1320","unr","Mundari",FALSE,87.1792,25.0391,"Eurasia","Asia","not endangered","Austroasiatic","osada_toshiki_mundari_2008"
"mund1328","boe","Mundabli",FALSE,10.2704,6.59969,"Africa","Africa","shifting","Atlantic-Congo","voll_rebecca_grammar_2017"
"mund1330","myu","Mundurukú",TRUE,-57.691,-8.41095,"South America","Americas","shifting","Tupian",NA
"mung1266","mhk","Mungaka",TRUE,10.0294,5.89752,"Africa","Africa","not endangered","Atlantic-Congo",NA
"muns1251","umu","Munsee",TRUE,-81.9166,42.5968,"North America","Americas","nearly extinct","Algic","omeara_delaware_1990"
"muon1246","mtq","Muong",FALSE,105.186,20.7374,"Eurasia","Asia","not endangered","Austroasiatic","barker_muriel_a_bai_1976"
"murl1244","mur","Murle",FALSE,33.988,6.69756,"Africa","Africa","threatened","Surmic","arensen_jon_murle_1982"
"murr1258","mwf","Murriny Patha",FALSE,129.70152,-14.74852,"Australia","Pacific","shifting","Southern Daly","mansfield_john_basil_polysynthetic_2014"
"murs1242","muz","Mursi",FALSE,36.0971,5.69801,"Africa","Africa","shifting","Surmic","turton_david_mursi_1976"
"muru1266","zmu","Muruwari",FALSE,146.546,-28.9618,"Australia","Pacific","nearly extinct","Pama-Nyungan","oates_muruwari_1988"
"muru1274","huu","Murui Huitoto",FALSE,-73.8331,-1.13669,"South America","Americas","shifting","Huitotoan","wojtylak_katarzyna_i_grammar_2017"
"musg1254","mug","Musgu",FALSE,15.1065,10.8439,"Africa","Africa","not endangered","Afro-Asiatic","lukas_johannes_deutsche_1941"
"musl1236","ttt","Muslim Tat",TRUE,46.645589,41.425062,"Eurasia","Asia","moribund","Indo-European",NA
"muso1238","msu","Musom",FALSE,146.93,-6.53817,"Papunesia","Pacific","shifting","Austronesian","holzknecht_suzanne_musom_1997"
"muss1246","emi","Mussau-Emira",FALSE,149.624,-1.44105,"Papunesia","Pacific","shifting","Austronesian","brownie_mussau_2007"
"muth1236","muv","Muthuvan",FALSE,76.7328,10.3524,"Eurasia","Asia","not endangered","Dravidian","sakthivel_s_muduva_1978"
"muya1239","mvm","Muya",TRUE,102.205,29.8226,"Eurasia","Asia","threatened","Sino-Tibetan",NA
"muya1243","muy","Muyang",FALSE,14.21246,10.86047,"Africa","Africa","not endangered","Afro-Asiatic","smith_tony_muyang_2002"
"muyu1244","myw","Muyuw",FALSE,152.731,-9.195,"Papunesia","Pacific","not endangered","Austronesian","lithgow_david_muyuw_1969"
"mwag1236","sur","Mwaghavul",FALSE,8.96522,9.47205,"Africa","Africa","not endangered","Afro-Asiatic","frajzyngier_grammar_1993"
"mwan1247","wmw","Mwani",FALSE,40.4601,-12.5821,"Africa","Africa","not endangered","Atlantic-Congo","floor_sebastian_mwani_2010"
"mwan1250","moa","Mwan",FALSE,-5.94577,7.87533,"Africa","Africa","not endangered","Mande","fleming_carolina_b_introduction_1995"
"mwer1248","mwe","Mwera (Chimwera)",FALSE,38.8762,-9.75639,"Africa","Africa","not endangered","Atlantic-Congo","harries_lyndon_grammar_1950"
"myce1241","gmy","Mycenaean Greek",TRUE,NA,NA,"Eurasia",NA,"extinct","Indo-European","ventris_documents_1973"
"myen1241","mye","Myene",FALSE,9.50247,-1.48741,"Africa","Africa","not endangered","Atlantic-Congo","wilson_j_l_heads_1879"
"naaa1245","nbt","Na",TRUE,93.248908,28.431524,"Eurasia","Asia","shifting","Sino-Tibetan",NA
