Glottocode,ISO,Language_name,CLF,Longitude,Latitude,Area,Continent,Status,Family,Citation
lala1264,leb,Lala-Bisa,FALSE,30.2297,-12.945,Africa,Africa,not endangered,Atlantic-Congo,NA
lala1268,nrz,Lala,FALSE,146.749,-8.93195,Papunesia,Pacific,not endangered,Austronesian,NA
lama1275,las,Lama (Togo),FALSE,0.833293,8.66954,Africa,Africa,not endangered,Atlantic-Congo,NA
lama1277,slp,Lamaholot,TRUE,122.803,-8.36439,Papunesia,Asia,not endangered,Austronesian,Nishiyama and Kelen 2007
lama1288,hia,Lamang,FALSE,13.7362,11.0243,Africa,Africa,not endangered,Afro-Asiatic,NA
lamb1269,lmn,Lambadi,FALSE,76.9717,16.5734,Eurasia,Asia,not endangered,Indo-European,NA
lamb1271,lam,Lamba,FALSE,27.9026,-12.3366,Africa,Africa,not endangered,Atlantic-Congo,Doke 1938
lamb1273,lmy,Lamboya,FALSE,119.344,-9.70434,Papunesia,Asia,shifting,Austronesian,NA
lame1260,lmu,Lamenu,FALSE,168.171,-16.6098,Papunesia,Pacific,shifting,Austronesian,NA
lamk1238,lmk,Lamkang,FALSE,94.2706,24.1523,Eurasia,Asia,shifting,Sino-Tibetan,NA
lamm1241,lev,Western Pantar,TRUE,124.057,-8.52787,Papunesia,Asia,threatened,Timor-Alor-Pantar,NA
lamn1239,lns,Lamnso',FALSE,11.0684,6.39743,Africa,Africa,not endangered,Atlantic-Congo,NA
lamp1242,abl,Lampung Nyo,TRUE,105.397,-4.43957,Papunesia,Asia,not endangered,Austronesian,NA
lamp1243,ljp,Lampung Api,TRUE,105.037,-5.73463,Papunesia,Asia,threatened,Austronesian,Blust 2013
lang1316,yln,Langnian Buyang,TRUE,104.449,23.0105,Eurasia,Asia,moribund,Tai-Kadai,NA
lang1320,lag,Langi,FALSE,35.9517,-4.71413,Africa,Africa,not endangered,Atlantic-Congo,NA
lang1322,lno,Lango (Sudan),FALSE,33.0412,4.04948,Africa,Africa,not endangered,Nilotic,Flores 1971
lang1324,laj,Lango (Uganda),FALSE,33.0553,2.13867,Africa,Africa,not endangered,Nilotic,NA
laoo1244,lao,Lao,TRUE,104.568,16.0726,Eurasia,Asia,not endangered,Tai-Kadai,"Morev, Moskalev and Plam 1979"
lara1258,lrg,Laragia,FALSE,130.922,-12.4111,Australia,Pacific,nearly extinct,NA,Capell 1984
lard1243,lbz,Lardil,FALSE,139.4343,-16.56152,Australia,Pacific,nearly extinct,Tangkic,Hale 1997
larg1235,hmd,Diandongbei-Large Flowery Miao,TRUE,104.06,27.8682,Eurasia,Asia,not endangered,Hmong-Mien,Hudspeth 1935
lari1255,alo,Larike-Wakasihu,TRUE,127.956,-3.76522,Papunesia,Asia,threatened,Austronesian,NA
lart1238,lar,Larteh,FALSE,-0.07822,5.9367,Africa,Africa,not endangered,Atlantic-Congo,NA
lash1243,lsi,Lashi,TRUE,98.5481,26.0992,Eurasia,Asia,not endangered,Sino-Tibetan,NA
lati1261,lat,Latin,FALSE,12.4502,41.9026,Eurasia,Europe,extinct,Indo-European,NA
latv1249,lav,Latvian,FALSE,24.309118,56.826108,Eurasia,Europe,threatened,Indo-European,NA
lauu1247,llu,Lau,FALSE,160.872,-8.51018,Papunesia,Pacific,not endangered,Austronesian,NA
lave1248,lbo,Laven,TRUE,106.322,15.2726,Eurasia,Asia,shifting,Austroasiatic,Jacq 2001
lave1249,brb,Brao,TRUE,107.008,14.5994,Eurasia,Asia,threatened,Austroasiatic,NA
lavu1241,lvk,Lavukaleve,FALSE,159.119,-9.05569,Papunesia,Pacific,shifting,NA,Terrill 2003
lazz1240,lzz,Laz,FALSE,41.9096,41.5004,Eurasia,Asia,threatened,Kartvelian,NA
leal1235,cle,Lealao Chinantec,FALSE,-95.9265,17.3162,North America,Americas,threatened,Otomanguean,Rupp 1989
leco1242,lec,Leco,FALSE,-67.8818,-15.0092,South America,Americas,extinct,NA,NA
lega1249,lea,Lega-Shabunda,FALSE,27.1424,-3.83196,Africa,Africa,not endangered,Atlantic-Congo,NA
lega1250,lgm,Lega-Mwenga,FALSE,28.2621,-3.39007,Africa,Africa,not endangered,Atlantic-Congo,NA
lein1237,lzn,Leinong Naga,TRUE,NA,NA,Eurasia,Asia,not endangered,Sino-Tibetan,NA
lele1264,lef,Lelemi,FALSE,0.50746,7.34549,Africa,Africa,not endangered,Atlantic-Congo,NA
lele1267,lpa,Lelepa,FALSE,168.202,-17.6042,Papunesia,Pacific,shifting,Austronesian,Lacrampe 2014
lele1270,lle,Lele (Papua New Guinea),FALSE,147.207,-2.04783,Papunesia,Pacific,not endangered,Austronesian,NA
lele1276,lln,Lele (Chad),FALSE,15.81149,9.158,Africa,Africa,not endangered,Afro-Asiatic,NA
lemb1266,leq,Lembena,FALSE,143.891,-4.99504,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Heineman 1998
lena1238,tnl,Lenakel,FALSE,169.261,-19.4763,Papunesia,Pacific,not endangered,Austronesian,NA
lend1245,led,Lendu,FALSE,30.6794,2.1898,Africa,Africa,not endangered,Central Sudanic,NA
leng1259,lgr,Lengo,FALSE,160.42,-9.56425,Papunesia,Pacific,not endangered,Austronesian,Unger 2008
leni1238,lnj,Linngithigh,FALSE,141.962,-12.771375,Australia,Pacific,extinct,Pama-Nyungan,Hale 1966
lenj1248,leh,Lenje,FALSE,28.2581,-14.7192,Africa,Africa,not endangered,Atlantic-Congo,Madan 1908
lepc1244,lep,Lepcha,FALSE,88.5726,27.0869,Eurasia,Asia,moribund,Sino-Tibetan,NA
lese1243,les,Lese,FALSE,29.3,1.3,Africa,Africa,not endangered,Central Sudanic,Vorbichler 1965
leti1246,lti,Leti (Indonesia),FALSE,127.674,-8.19808,Papunesia,Asia,shifting,Austronesian,van Engelenhoven 2004
lewo1242,lww,Lewo,FALSE,168.334,-16.7612,Papunesia,Pacific,not endangered,Austronesian,NA
lewo1244,lwt,Lewotobi,FALSE,122.747,-8.54573,Papunesia,Asia,not endangered,Austronesian,NA
lezg1247,lez,Lezgian,FALSE,47.8951,41.5157,Eurasia,Europe,threatened,Nakh-Daghestanian,NA
lhom1239,lhm,Lhomi,FALSE,87.7161,27.5948,Eurasia,Asia,threatened,Sino-Tibetan,Vesalainen 2014
lian1251,njn,Liangmai Naga,FALSE,93.542,25.16,Eurasia,Asia,threatened,Sino-Tibetan,NA
libe1247,xpe,Liberia Kpelle,FALSE,-9.96128,6.92048,Africa,Africa,not endangered,Mande,NA
libi1244,liz,Libinza,FALSE,18.8886,1.97729,Africa,Africa,not endangered,Atlantic-Congo,van Leynseele 1977
libi1250,liq,Libido,FALSE,38.4997,8.09761,Africa,Africa,not endangered,Afro-Asiatic,NA
liby1240,ayl,Libyan Arabic,FALSE,15.0014,22.0032,Africa,Africa,not endangered,Afro-Asiatic,Benkato 2014
ligb1244,lig,Ligbi,FALSE,-2.56353,7.94291,Africa,Africa,shifting,Mande,NA
ligu1248,lij,Ligurian,FALSE,7.90522,44.0816,Eurasia,Europe,shifting,Indo-European,NA
lihi1237,lih,Lihir,FALSE,152.606,-3.18895,Papunesia,Pacific,not endangered,Austronesian,Neuhaus 2015
liji1238,mgi,Lijili,FALSE,8.35562,8.52193,Africa,Africa,not endangered,Atlantic-Congo,NA
lika1243,lik,Liko,FALSE,27.6088,2.13777,Africa,Africa,not endangered,Atlantic-Congo,NA
lill1248,lil,Lillooet,FALSE,-122.04,50.7272,North America,Americas,nearly extinct,Salishan,van Eijk 1997
limb1266,lif,Limbu,FALSE,87.8859,27.2703,Eurasia,Asia,shifting,Sino-Tibetan,NA
limb1268,lmp,Limbum,FALSE,10.9802,6.58608,Africa,Africa,not endangered,Atlantic-Congo,NA
limo1248,kmk,Limos Kalinga,FALSE,121.381,17.6081,Papunesia,Asia,not endangered,Austronesian,NA
limo1249,qlm,Limonese Creole,FALSE,-83.0905,9.957414,North America,NA,shifting,Indo-European,Winkler 1999
ling1262,onb,Lingao,TRUE,109.971,19.8634,Eurasia,Asia,not endangered,Tai-Kadai,NA
ling1263,lin,Lingala,FALSE,19.7829,1.40324,Africa,Africa,not endangered,Atlantic-Congo,NA
ling1265,lgk,Neverver,FALSE,167.499,-16.1986,Papunesia,Pacific,threatened,Austronesian,Barbour 2012
lish1245,aij,Lishanid Noshan,FALSE,36.213298,44.065281,Eurasia,Asia,moribund,Afro-Asiatic,NA
lish1246,trg,Lishán Didán,FALSE,47,38,Eurasia,Asia,shifting,Afro-Asiatic,NA
lish1247,lsd,Lishana Deni,FALSE,35.2225,31.7745,Eurasia,Asia,shifting,Afro-Asiatic,NA
lisu1250,lis,Lisu,TRUE,94.0184,22.5488,Eurasia,Asia,not endangered,Sino-Tibetan,NA
lith1251,lit,Lithuanian,FALSE,23.9601,55.1429,Eurasia,Europe,not endangered,Indo-European,NA
litz1237,lzl,Naman,FALSE,167.415,-16.1331,Papunesia,Pacific,nearly extinct,Austronesian,NA
liuj1238,zlj,Liujiang Zhuang,TRUE,107.184,23.6818,Eurasia,Asia,not endangered,Tai-Kadai,NA
livv1244,liv,Liv,FALSE,22.0262,57.566,Eurasia,Europe,extinct,Uralic,NA
lizu1234,unknow,Lizu,TRUE,101.350309,28.333425,Eurasia,NA,shifting,Sino-Tibetan,Chirkova 2008
lodh1246,lbm,Lodhi,FALSE,84.9463,20.8954,Eurasia,Asia,not endangered,Indo-European,Dasgupta 1978
logb1245,lgq,Logba,FALSE,0.43068,6.92838,Africa,Africa,shifting,Atlantic-Congo,NA
logo1259,log,Logo,FALSE,29.8866,3.32608,Africa,Africa,not endangered,Central Sudanic,NA
loka1252,yaz,Lokaa,FALSE,8.0933,5.91483,Africa,Africa,not endangered,Atlantic-Congo,NA
loko1255,lok,Loko,FALSE,-12.1583,9.11838,Africa,Africa,not endangered,Mande,NA
lola1250,llq,Lolak,FALSE,124.117,0.85544,Papunesia,Asia,moribund,Austronesian,Lobel and Paputungan 2017
lolo1259,ycl,Lolopo,TRUE,101.30185,25.50051,Eurasia,Asia,not endangered,Sino-Tibetan,Merrifield 2010
loma1260,lom,Loma (Liberia),FALSE,-9.69906,7.91585,Africa,Africa,not endangered,Mande,NA
lomb1257,lmo,Lombard,FALSE,9.39509,45.8817,Eurasia,Europe,shifting,Indo-European,NA
long1395,lgu,Longgu,FALSE,160.663,-9.75258,Papunesia,Pacific,shifting,Austronesian,NA
loni1238,los,Loniu,TRUE,147.35,-2.06124,Papunesia,Pacific,not endangered,Austronesian,NA
lonw1238,crc,Lonwolwol,FALSE,168.016,-16.2286,Papunesia,Pacific,shifting,Austronesian,Paton 1971
lopi1242,lpx,Lopit,FALSE,32.7534,4.6986,Africa,Africa,not endangered,Nilotic,"Ladu, Nartisio, Bong, Odingo, Gilbert and Stirtz 2014"
lote1237,uvl,Lote,FALSE,150.911,-5.954,Papunesia,Pacific,not endangered,Austronesian,Pearson 2008
loth1237,njh,Lotha Naga,FALSE,94.04355,26.01396,Eurasia,Asia,not endangered,Sino-Tibetan,NA
loui1240,lou,Louisiana Creole French,FALSE,-90.7475,30.0412,North America,Americas,moribund,Indo-European,Klingler and Neumann-Holzschuh 2013
loup1243,xlo,Loup A,FALSE,NA,NA,North America,NA,extinct,Algic,Gustafson 2000
louu1245,loj,Lou,TRUE,147.346,-2.38659,Papunesia,Pacific,not endangered,Austronesian,NA
lowe1402,unknow,Lower Riverland,FALSE,NA,NA,Australia,NA,extinct,Pama-Nyungan,Moorhouse 1846
lowe1407,unknow,Lower-Nosop,FALSE,20.588827,-25.54522,Africa,NA,extinct,Tuu,Bleek 1937
lowe1412,kml,Tanudan Kalinga,FALSE,121.311,17.3441,Papunesia,Asia,not endangered,Austronesian,NA
lowe1415,dni,Lower Grand Valley Dani,FALSE,138.992,-4.25684,Papunesia,Asia,not endangered,Nuclear Trans New Guinea,Bromley 1981
lowe1425,taa,Lower Tanana,FALSE,-149.451,64.8834,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,Urschel 2006
lowe1427,cea,Lower Chehalis,FALSE,-124.004,46.7736,North America,Americas,extinct,Salishan,Robertson 2014
lowe1444,unknow,Lower Richmond,FALSE,153.48612,-28.937029,NA,NA,NA,Pama-Nyungan,Holmer 1971
lowl1260,clo,Lowland Oaxaca Chontal,FALSE,-95.6876,15.9497,North America,Americas,moribund,Tequistlatecan,O'Connor 2007
lowl1265,tac,Lowland Tarahumara,FALSE,-107.854,27.4623,North America,Americas,threatened,Uto-Aztecan,Valdez Jara 2013
lozi1239,loz,Lozi,FALSE,24.7398,-17.7052,Africa,Africa,not endangered,Atlantic-Congo,NA
luan1263,lex,Luang,FALSE,127.944,-8.18378,Papunesia,Asia,threatened,Austronesian,NA
luba1249,lua,Luba-Lulua,FALSE,22.4422,-5.72717,Africa,Africa,not endangered,Atlantic-Congo,NA
luba1250,lub,Luba-Katanga,FALSE,25.8918,-8.2816,Africa,Africa,not endangered,Atlantic-Congo,NA
lubu1243,knb,Lubuagan Kalinga,FALSE,121.0365,17.3879,Papunesia,Asia,not endangered,Austronesian,NA
luch1239,lch,Luchazi,FALSE,22.2437,-14.0648,Africa,Africa,not endangered,Atlantic-Congo,NA
lugb1240,lgg,Lugbara,FALSE,30.8642,3.02245,Africa,Africa,not endangered,Central Sudanic,NA
lugu1238,ruf,Luguru,FALSE,37.5557,-6.86828,Africa,Africa,not endangered,Atlantic-Congo,NA
luis1253,lui,Luiseno,FALSE,-116.939,33.3184,North America,Americas,extinct,Uto-Aztecan,Steele 1990
lumu1239,lmd,Lumun,FALSE,30.253,10.8308,Africa,Africa,threatened,Narrow Talodi,NA
luna1244,luj,Luna,FALSE,23.5426,-5.08693,Africa,Africa,not endangered,Atlantic-Congo,Westcott no date
lund1266,lun,Lunda,FALSE,23.8662,-11.1793,Africa,Africa,not endangered,Atlantic-Congo,NA
lund1271,lnd,Lundayeh,TRUE,115.5,4.25064,Papunesia,Asia,not endangered,Austronesian,NA
luok1236,luo,Luo (Kenya and Tanzania),FALSE,34.4896,-0.93296,Africa,Africa,not endangered,Nilotic,NA
luri1256,ldd,Luri,TRUE,9.59745,10.059,Africa,Africa,nearly extinct,Afro-Asiatic,NA
lush1249,lus,Mizo,TRUE,92.6247,22.6138,Eurasia,Asia,threatened,Sino-Tibetan,Chhangte 1986
lush1252,lut,Northern Lushootseed,TRUE,-122.529,48.42,North America,Americas,nearly extinct,Salishan,Hess and Hilbert 1980
lusi1240,khl,Lusi,FALSE,149.148,-5.55033,Papunesia,Pacific,not endangered,Austronesian,Counts 1969
luuu1242,khb,Lü,TRUE,101.282,21.0321,Eurasia,Asia,not endangered,Tai-Kadai,NA
luva1239,lue,Luvale,FALSE,22.2924,-13.5382,Africa,Africa,not endangered,Atlantic-Congo,Horton 1949
luwo1239,lwo,Luwo,FALSE,28.1378,7.35089,Africa,Africa,not endangered,Nilotic,Storch 2014
luxe1241,ltz,Luxembourgish,FALSE,6.14931,49.6839,Eurasia,Europe,threatened,Indo-European,NA
luya1241,lyn,Luyi,FALSE,22.67,-15.01,Africa,Africa,not endangered,Atlantic-Congo,Givón 1970
lyci1241,xlc,Lycian,FALSE,29.764,36.517,Eurasia,NA,extinct,Indo-European,Melchert 2008
lydi1241,xld,Lydian,FALSE,28.599,40.287,Eurasia,NA,extinct,Indo-European,Melchert 2008
lyng1241,lyg,Lyngngam,TRUE,91.05,25.35,Eurasia,Asia,not endangered,Austroasiatic,NA
maan1238,mhy,Ma'anyan,TRUE,115.092,-2.1239,Papunesia,Asia,threatened,Austronesian,Gudai 1985
maas1239,ffm,Maasina Fulfulde,FALSE,-3.64763,11.1324,Africa,Africa,not endangered,Atlantic-Congo,NA
maay1238,ymm,Maay,FALSE,43.6182,3.22288,Africa,Africa,not endangered,Afro-Asiatic,Paster 2006
maba1270,mmz,Mabaale,FALSE,20.8759,2.11942,Africa,Africa,not endangered,Atlantic-Congo,"Tanghe 1929, 1929, 1931"
maca1262,mzs,Macanese,FALSE,114.12,22.4181,Eurasia,Asia,nearly extinct,Indo-European,Arana-Ward 1977
mace1250,mkd,Macedonian,FALSE,21.7932,41.5957,Eurasia,Europe,not endangered,Indo-European,NA
mach1265,mvw,Machinga,FALSE,39.4268,-9.37101,Africa,Africa,not endangered,Atlantic-Congo,Steere 1876
mach1266,jmc,Machame,FALSE,37.0703,-3.29385,Africa,Africa,not endangered,Atlantic-Congo,NA
maco1239,wpc,Maco,TRUE,-66.5813,4.5621,South America,Americas,threatened,Jodi-Saliban,Rosés Labrada 2015
macu1259,mbc,Macushi,FALSE,-60.2209,4.31861,South America,Americas,shifting,Cariban,NA
mada1282,mda,Mada (Nigeria),FALSE,8.34119,9.02294,Africa,Africa,not endangered,Atlantic-Congo,NA
mada1285,mmx,Madak,FALSE,151.967,-3.34342,Papunesia,Pacific,threatened,Austronesian,NA
madi1260,mhi,Ma'di,FALSE,31.8471,3.62499,Africa,Africa,not endangered,Central Sudanic,NA
madn1237,zml,Madngele,FALSE,130.6,-13.9479,Australia,Pacific,nearly extinct,Eastern Daly,Zandvoort 1999
maee1241,mme,Tirax,FALSE,167.288,-15.9914,Papunesia,Pacific,shifting,Austronesian,NA
mafe1237,mkv,Mafea,FALSE,167.241,-15.4316,Papunesia,Pacific,nearly extinct,Austronesian,Guérin 2011
maga1260,mag,Magahi,TRUE,85.3335,25.0915,Eurasia,Asia,not endangered,Indo-European,Verma 2003
maga1263,sgb,Mag-Anchi Ayta,FALSE,120.459,15.1954,Papunesia,Asia,not endangered,Austronesian,NA
magu1243,mdh,Maguindanao,FALSE,124.509,6.9453,Papunesia,Asia,not endangered,Austronesian,NA
maha1287,bfz,Mahasu Pahari,FALSE,77.5317,31.0088,Eurasia,Asia,not endangered,Indo-European,van Driem and Sharmā 1997
maha1305,pmh,Maharastri Prakrit,FALSE,NA,NA,Eurasia,NA,extinct,Indo-European,Sircar 1943
maia1254,sks,Maia,FALSE,145.096,-4.50212,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,NA
maib1239,ayz,Maybrat-Karon,TRUE,132.591,-1.3679,Papunesia,Asia,not endangered,NA,Dol 2007
mail1248,mgu,Mailu,FALSE,149.521,-10.3657,Papunesia,Pacific,not endangered,Mailuan,Thomson 1975
main1267,vmf,Mainfränkisch,FALSE,8.621,50.005,Eurasia,Europe,threatened,Indo-European,Rowley 1990
maip1246,unknow,Maipure,TRUE,-67.5,4.8,South America,NA,extinct,Arawakan,Zamponi 2003
mais1250,mbq,Maisin,FALSE,148.731,-9.22853,Papunesia,Pacific,not endangered,Austronesian,NA
mait1250,mai,Maithili,TRUE,86.2211,26.3817,Eurasia,Asia,not endangered,Indo-European,Kumari 2003
maja1242,mpe,Majang,FALSE,35.0228,7.6843,Africa,Africa,not endangered,Surmic,NA
majh1253,mjz,Majhi,TRUE,80.3788,29.4559,Eurasia,Asia,shifting,Indo-European,Dhakal 2014
maka1304,mcp,Makaa,FALSE,13.0789,4.15471,Africa,Africa,not endangered,Atlantic-Congo,NA
maka1305,mfp,Makassar Malay,TRUE,119.408,-5.16108,Papunesia,Asia,extinct,Austronesian,NA
maka1311,mak,Makasar,TRUE,119.838,-5.65551,Papunesia,Asia,threatened,Austronesian,NA
maka1316,mkz,Makasae-Makalero,TRUE,126.507,-8.65843,Papunesia,Asia,not endangered,Timor-Alor-Pantar,Huber 2008
maka1318,myh,Makah,FALSE,-124.616,48.3258,North America,Americas,extinct,Wakashan,Jacobsen 1999
makc1235,mkg,Mak (China),TRUE,107.726,25.5946,Eurasia,Asia,shifting,Tai-Kadai,NA
makh1261,mgh,Makhuwa-Meetto,FALSE,38.6874,-11.9553,Africa,Africa,not endangered,Atlantic-Congo,Woodward 1923-1926
makh1264,vmw,Makhuwa,FALSE,38.8052,-14.8509,Africa,Africa,not endangered,Atlantic-Congo,NA
makh1266,xsq,Makhuwa-Saka,TRUE,39.5323,-13.6443,Africa,Africa,not endangered,Atlantic-Congo,Katupha 1983
mako1251,kde,Makonde,FALSE,39.5133,-10.9906,Africa,Africa,not endangered,Atlantic-Congo,NA
maku1246,xak,Máku,FALSE,-66.4333333333,1.35,South America,NA,extinct,NA,Migliazza 2008
maku1277,lva,Maku'a,FALSE,127.239,-8.40372,Papunesia,Asia,nearly extinct,Austronesian,NA
makw1236,ymk,Makwe,FALSE,40.0274,-10.4673,Africa,Africa,threatened,Atlantic-Congo,NA
mala1256,lon,Malawi Lomwe,FALSE,35.43347,-15.56729,Africa,Africa,not endangered,Atlantic-Congo,Kaunjika 2006
mala1463,mjr,Malavedan,FALSE,77.2038,8.85517,Eurasia,Asia,threatened,Dravidian,Hyrunnisa Beegum 1991
mala1464,mal,Malayalam,FALSE,76.7651,9.59208,Eurasia,Asia,not endangered,Dravidian,NA
mala1479,zlm,Colloquial Malay,TRUE,103,1.85856,Eurasia,Asia,not endangered,Austronesian,Nomoto and Soh 2019
mala1481,xmm,Manado Malay,TRUE,124.843,1.48099,Papunesia,Asia,not endangered,Austronesian,Prentice 1994
mala1522,mbp,Malayo,FALSE,-73.4056,10.9286,South America,Americas,shifting,Chibchan,Williams 1993
mala1533,mcm,Malacca-Batavia Portuguese Creole,TRUE,102.262059,2.188087,Eurasia,Asia,shifting,Indo-European,Baxter 1988
mala1534,unknow,Malaweg,FALSE,NA,NA,Papunesia,NA,NA,Austronesian,Reid no date
mala1544,unknow,Malabar-Sri Lanka Portuguese,FALSE,80.67,7.25,Eurasia,NA,nearly extinct,Indo-European,Smith 2013
malb1235,bfo,Malba Birifor,FALSE,-2.90623,9.78465,Africa,Africa,not endangered,Atlantic-Congo,NA
male1284,mdy,Male (Ethiopia),FALSE,36.9892,5.91975,Africa,Africa,threatened,Ta-Ne-Omotic,NA
male1289,mgl,Maleu-Kilenge,FALSE,148.445,-5.61613,Papunesia,Pacific,not endangered,Austronesian,Haywood 1996
male1292,pqm,Malecite-Passamaquoddy,FALSE,-67.40805,45.494475,North America,Americas,shifting,Algic,Ng 2002
malg1242,vml,Malgana,FALSE,114.245,-26.211,Australia,Pacific,extinct,Pama-Nyungan,Gargett 2011
mali1284,gcc,Mali,FALSE,152.214,-4.71826,Papunesia,Pacific,not endangered,Baining,NA
mali1285,tcf,Malinaltepec Me'phaa,TRUE,-98.6322,17.2122,North America,Americas,not endangered,Otomanguean,Duncan 2013
mall1246,mlf,Mal,TRUE,101.204,19.273,Eurasia,Asia,not endangered,Austroasiatic,NA
malo1243,mla,Tamambo,FALSE,167.16,-15.6835,Papunesia,Pacific,threatened,Austronesian,Jauncey 2011
malp1246,mkb,Mar Paharia of Dumka,FALSE,87.3507,24.087,Eurasia,Asia,threatened,Indo-European,Dasgupta 1978
malt1254,mlt,Maltese,FALSE,14.4508,35.8884,Eurasia,Europe,not endangered,Afro-Asiatic,NA
malu1245,mll,Malua Bay,FALSE,167.208,-15.9813,Papunesia,Pacific,shifting,Austronesian,Wessels 2013
malv1243,mup,Malvi,FALSE,75.562,23.488,Eurasia,Asia,not endangered,Indo-European,NA
mama1275,mmn,Mamanwa,FALSE,125.548,9.44744,Papunesia,Asia,not endangered,Austronesian,NA
mama1278,wmd,Mamaindé,FALSE,-60.101072,-12.986439,South America,Americas,shifting,Nambiquaran,Eberhard 2009
mamb1294,mcs,Mambai,FALSE,14.0013,9.6121,Africa,Africa,threatened,Atlantic-Congo,NA
mamb1296,mgr,Mambwe-Lungu,FALSE,31.2269,-8.86817,Africa,Africa,not endangered,Atlantic-Congo,NA
mamb1306,mgm,Mambae,FALSE,125.475,-9.19552,Papunesia,Asia,not endangered,Austronesian,NA
mamm1241,mam,Mam,FALSE,-91.7231,14.8034,North America,Americas,threatened,Mayan,England 1983
mana1288,nmm,Manange,TRUE,84.0515,28.6416,Eurasia,Asia,shifting,Sino-Tibetan,Hildebrandt and Bond 2017
mana1295,mva,Manam,TRUE,145.033,-4.07921,Papunesia,Pacific,shifting,Austronesian,Gregersen 1976
mana1298,mle,Manambu,FALSE,142.862,-4.19082,Papunesia,Pacific,shifting,Ndu,NA
manc1252,mnc,Manchu,TRUE,126.557,47.3122,Eurasia,Asia,nearly extinct,Tungusic,Sun 2010
mand1409,mjl,Mandeali,FALSE,77.0419,31.5425,Eurasia,Asia,shifting,Indo-European,NA
mand1413,mha,Manda (India),FALSE,83.6749,20.0962,Eurasia,Asia,shifting,Dravidian,Burrow 1976
mand1415,cmn,Mandarin Chinese,TRUE,116.228,40.0209,Eurasia,Asia,not endangered,Sino-Tibetan,Huang and Shi 2016
mand1419,mfv,Mandjak,FALSE,-15.9217,12.829,Africa,Africa,not endangered,Atlantic-Congo,Karlik 1972
mand1423,mgs,Manda-Matumba,FALSE,34.7424,-10.3991,Africa,Africa,threatened,Atlantic-Congo,Bernander 2017
mand1425,mqu,Mandari,FALSE,31.2327,5.83656,Africa,Africa,not endangered,Nilotic,"Lutwori, Wani, Jembeke, Wanit, Goke and Buli 2013"
mand1436,mnk,Mandinka,FALSE,-15.6539466667,12.8165233333,Africa,Africa,not endangered,Mande,NA
mand1442,mdr,Mandar,TRUE,119.068,-3.34717,Papunesia,Asia,not endangered,Austronesian,NA
mand1446,mhq,Mandan,FALSE,-102.376,47.6631,North America,Americas,extinct,Siouan,Mixco 1997
mang1378,zng,Mang,TRUE,102.133,21.4305,Eurasia,Asia,moribund,Austroasiatic,NA
mang1381,mpc,Mangarrayi,FALSE,133.803,-14.7982,Australia,Pacific,nearly extinct,Mangarrayi-Maran,Merlan 1982
mang1383,mem,Mangala,FALSE,123.769,-18.6597,Australia,Pacific,moribund,Pama-Nyungan,McKelson 1983
mang1399,kby,Manga Kanuri,FALSE,10.701,13.557,Africa,Africa,not endangered,Saharan,Peace Corps 1993
mang1403,mbh,Mangseng,FALSE,150.68,-5.89752,Papunesia,Pacific,not endangered,Austronesian,Milligan 1992
mang1404,mmo,Mangga Buang,FALSE,146.685,-6.99891,Papunesia,Pacific,not endangered,Austronesian,Healey 1977
mang1405,mqy,Manggarai,TRUE,120.329,-8.55748,Papunesia,Asia,not endangered,Austronesian,Semiun 1993
mani1235,mnx,Sougb,FALSE,133.95,-1.49611,Papunesia,Asia,not endangered,East Bird's Head,NA
mani1292,mni,Manipuri,FALSE,93.3426,24.4409,Eurasia,Asia,threatened,Sino-Tibetan,NA
manm1238,mml,Man Met,TRUE,100.842,22.0743,Eurasia,Asia,shifting,Austroasiatic,NA
mann1246,mjv,Mannan,FALSE,76.97,9.85,Eurasia,Asia,threatened,Dravidian,NA
mann1248,mev,Mann,FALSE,-8.86405,7.04616,Africa,Africa,not endangered,Mande,NA
mans1258,mns,Northern Mansi,FALSE,61.344,64.4118,Eurasia,Asia,shifting,Uralic,NA
mans1260,unknow,Mansim,FALSE,134.011116,-0.915054,Papunesia,NA,moribund,Hatam-Mansim,Reesink 2002
mans1262,msk,Mansaka,FALSE,126.181,6.79221,Papunesia,Asia,threatened,Austronesian,Svelmoe and Svelmoe 1974
manu1255,kxf,Manumanaw Karen,TRUE,96.9531,19.165,Eurasia,Asia,not endangered,Sino-Tibetan,Wai 2013
manu1258,wha,Manusela,FALSE,129.429,-3.1109,Papunesia,Asia,not endangered,Austronesian,Chlenova 2012
manx1243,glv,Manx,FALSE,-4.45437,54.2604,Eurasia,Europe,extinct,Indo-European,NA
many1258,mxc,Manyika,FALSE,32.8052,-18.1927,Africa,Africa,not endangered,Atlantic-Congo,Stevick and Machiwana 1960
maon1238,nbi,Mao Naga,FALSE,94.0035,25.3836,Eurasia,Asia,threatened,Sino-Tibetan,NA
maon1241,mmd,Maonan,TRUE,108.024,25.0169,Eurasia,Asia,shifting,Tai-Kadai,NA
maor1244,swb,Maore Comorian,FALSE,45.154942,-12.830306,Africa,Africa,shifting,Atlantic-Congo,NA
maor1246,mri,Maori,FALSE,176.541,-38.2881,Papunesia,Pacific,shifting,Austronesian,NA
